		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 0.484375	M = 256	N = 8	m = 9	n = 2048
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    0    0    0    2    0    1    0    0  8.214141 0.412837 SUCCESS   0
000000011    1    0    0    1    0    1    0    1  4.141414 0.844144 SUCCESS   1
000000101    1    0    0    0    2    0    1    1  8.343434 0.400661 SUCCESS   2
000000111    0    0    1    2    0    2    0    0 12.480808 0.131006 SUCCESS   3
000001001    1    0    0    0    0    0    1    3 16.618182 0.034340 SUCCESS   4
000001011    0    0    1    0    1    0    1    0  4.076768 0.850132 SUCCESS   5
000001101    3    1    0    0    0    1    0    0 16.618182 0.034340 SUCCESS   6
000001111    0    0    1    0    0    1    0    1  4.076768 0.850132 SUCCESS   7
000010001    1    0    1    3    0    1    1    1 16.812121 0.032126 SUCCESS   8
000010011    2    0    0    0    0    0    2    2 16.682828 0.033587 SUCCESS   9
000010101    0    0    1    0    1    0    0    0  4.012121 0.856028 SUCCESS  10
000010111    0    0    2    0    1    0    0    0  8.214141 0.412837 SUCCESS  11
000011001    0    0    1    0    0    0    1    1  4.076768 0.850132 SUCCESS  12
000011011    1    0    0    0    1    1    0    0  4.076768 0.850132 SUCCESS  13
000011101    0    0    0    1    1    1    1    0  4.141414 0.844144 SUCCESS  14
000011111    0    0    2    0    1    3    0    1 20.884848 0.007460 FAILURE  15
000100011    1    0    1    2    0    2    0    1 12.610101 0.125988 SUCCESS  16
000100101    0    0    0    0    0    0    1    0  3.947475 0.861831 SUCCESS  17
000100111    0    0    0    0    0    1    1    1  4.076768 0.850132 SUCCESS  18
000101001    0    1    1    1    0    0    0    0  4.076768 0.850132 SUCCESS  19
000101011    0    0    0    0    1    0    0    0  3.947475 0.861831 SUCCESS  20
000101101    2    0    0    0    0    1    1    0  8.278788 0.406722 SUCCESS  21
000101111    0    3    2    2    1    0    0    0 25.086869 0.001503 FAILURE  22
000110011    0    0    0    1    0    0    0    1  4.012121 0.856028 SUCCESS  23
000110101    1    1    0    1    0    0    0    1  4.141414 0.844144 SUCCESS  24
000110111    1    3    0    1    0    1    0    0 16.682828 0.033587 SUCCESS  25
000111001    1    0    0    0    0    1    0    0  4.012121 0.856028 SUCCESS  26
000111011    0    0    1    1    1    2    1    0  8.408081 0.394656 SUCCESS  27
000111101    0    0    1    1    0    0    0    1  4.076768 0.850132 SUCCESS  28
000111111    0    0    1    0    0    4    0    2 33.296970 0.000054 FAILURE  29
001000011    0    0    0    0    0    0    1    0  3.947475 0.861831 SUCCESS  30
001000101    0    0    0    3    0    0    0    0 16.488889 0.035894 SUCCESS  31
001000111    0    0    1    0    1    1    0    1  4.141414 0.844144 SUCCESS  32
001001011    0    0    0    0    0    0    1    1  4.012121 0.856028 SUCCESS  33
001001101    0    0    0    0    0    0    2    0  8.149495 0.419005 SUCCESS  34
001001111    0    0    0    1    1    1    1    1  4.206061 0.838070 SUCCESS  35
001010011    0    0    1    1    0    1    0    0  4.076768 0.850132 SUCCESS  36
001010101    1    1    0    0    1    0    0    0  4.076768 0.850132 SUCCESS  37
001010111    1    0    0    0    1    0    0    1  4.076768 0.850132 SUCCESS  38
001011011    2    0    0    0    0    0    0    0  8.149495 0.419005 SUCCESS  39
001011101    0    0    0    0    1    0    1    0  4.012121 0.856028 SUCCESS  40
001011111    0    1    2    1    1    0    0    0  8.343434 0.400661 SUCCESS  41
001100101    0    1    1    0    2    0    1    0  8.343434 0.400661 SUCCESS  42
001100111    0    0    0    2    1    0    1    0  8.278788 0.406722 SUCCESS  43
001101011    0    0    0    1    1    0    1    1  4.141414 0.844144 SUCCESS  44
001101101    0    0    1    0    0    0    0    2  8.214141 0.412837 SUCCESS  45
001101111    1    3    0    1    0    1    1    0 16.747475 0.032849 SUCCESS  46
001110101    0    0    0    0    1    0    0    2  8.214141 0.412837 SUCCESS  47
001110111    0    0    1    1    1    0    1    0  4.141414 0.844144 SUCCESS  48
001111011    0    1    0    0    1    0    0    1  4.076768 0.850132 SUCCESS  49
001111101    0    0    0    1    0    1    0    0  4.012121 0.856028 SUCCESS  50
001111111    0    0    1    0    1    2    0    3 20.884848 0.007460 FAILURE  51
010000011    0    1    0    0    0    1    1    2  8.343434 0.400661 SUCCESS  52
010000111    0    0    0    1    0    1    1    0  4.076768 0.850132 SUCCESS  53
010001011    0    1    0    3    0    0    0    0 16.553535 0.035109 SUCCESS  54
010001111    0    0    1    0    0    1    0    2  8.278788 0.406722 SUCCESS  55
010010011    0    0    1    1    0    0    1    0  4.076768 0.850132 SUCCESS  56
010010111    1    0    0    0    0    1    2    1  8.343434 0.400661 SUCCESS  57
010011011    0    0    2    0    0    0    1    1  8.278788 0.406722 SUCCESS  58
010011111    0    0    0    1    0    1    0    1  4.076768 0.850132 SUCCESS  59
010100011    1    0    1    0    0    0    0    1  4.076768 0.850132 SUCCESS  60
010100111    0    1    2    0    0    1    0    1  8.343434 0.400661 SUCCESS  61
010101011    1    1    0    1    1    0    1    0  4.206061 0.838070 SUCCESS  62
010101111    1    0    0    0    1    0    2    0  8.278788 0.406722 SUCCESS  63
010110011    0    0    0    0    1    0    0    0  3.947475 0.861831 SUCCESS  64
010110111    2    0    1    0    0    0    0    1  8.278788 0.406722 SUCCESS  65
010111011    0    0    0    0    0    0    0    1  3.947475 0.861831 SUCCESS  66
010111111    0    1    0    0    0    0    2    0  8.214141 0.412837 SUCCESS  67
011000111    0    0    0    0    0    1    1    0  4.012121 0.856028 SUCCESS  68
011001111    0    0    0    1    2    1    0    0  8.278788 0.406722 SUCCESS  69
011010111    0    1    0    1    0    0    0    0  4.012121 0.856028 SUCCESS  70
011011111    0    2    0    1    0    1    0    1  8.343434 0.400661 SUCCESS  71
