		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 5.679688	M = 2916	N = 8	m = 9	n = 23328
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    4    6    4    5    7    8    5    6  2.524227 0.960592 SUCCESS   0
000000011    3    3    4    4    6    6    9    8  6.650250 0.574794 SUCCESS   1
000000101    6    8    7    6    7    6    5    6  1.769398 0.987284 SUCCESS   2
000000111    3    4    4    3    5    4    1    8  9.184321 0.326986 SUCCESS   3
000001001    5   10    7    4    8    3    5    5  6.752407 0.563566 SUCCESS   4
000001011    6    6    6    6    3    8    6    4  2.887453 0.941221 SUCCESS   5
000001101    3   10    5    2    7    7   11    7 13.327370 0.101071 SUCCESS   6
000001111    4    3    7    4    5    5    6   10  6.221757 0.622407 SUCCESS   7
000010001    7    2    4    5    5    8    6    7  4.768852 0.781972 SUCCESS   8
000010011    5    8    3    5    3    7   10    4  7.972621 0.436149 SUCCESS   9
000010101    6    4    6    7    4    4    3    5  3.279057 0.915645 SUCCESS  10
000010111    8    2    4    4    4    7    2    4  8.262066 0.408299 SUCCESS  11
000011001    7    6    5    9    4    5    3    5  4.405626 0.818799 SUCCESS  12
000011011    5    6    4    3    5    7   10    8  6.687140 0.570733 SUCCESS  13
000011101    7    4    5    7    6    2    4    4  4.731962 0.785803 SUCCESS  14
000011111    4    4    7    7    3    5    5   12 10.384670 0.239058 SUCCESS  15
000100011    7    5    6    7    7   10    7    5  4.842632 0.774256 SUCCESS  16
000100101    6    7    9    6    4    5    6    6  2.989611 0.935008 SUCCESS  17
000100111    3    7    5    4    3    9    8    7  6.817675 0.556426 SUCCESS  18
000101001    6    9    4    8    6    3    4    7  5.662729 0.684952 SUCCESS  19
000101011    6    4    7    9    5    6    7    5  3.352837 0.910306 SUCCESS  20
000101101    2    6    5    2    6    7    7    4  6.184866 0.626533 SUCCESS  21
000101111    8    4    6    5    3    4    3    5  4.797229 0.779012 SUCCESS  22
000110011   10    9    4    8    4    6    3    8  9.695107 0.287081 SUCCESS  23
000110101    4    9    3    5    9    5    5    6  6.091222 0.637014 SUCCESS  24
000110111    6    4    4    7    7   10    4    1  9.556060 0.297576 SUCCESS  25
000111001   10    1    1    6    7    9    3    4 15.498214 0.050152 SUCCESS  26
000111011    6    3    6    6    3    0    5    5  8.690560 0.369069 SUCCESS  27
000111101    5    7    2    7    4    2    2    5  8.690560 0.369069 SUCCESS  28
000111111    3    7    7    6    6    5    9   14 16.633296 0.034162 SUCCESS  29
001000011    6    8    6    3    8    7    4    7  4.442516 0.815156 SUCCESS  30
001000101    6    6    4    8    9    5    8    2  7.050366 0.531208 SUCCESS  31
001000111   10    3    6    7    6    6    5    5  5.234235 0.732272 SUCCESS  32
001001011    6    4    6    4    1    7    4    3  7.172388 0.518153 SUCCESS  33
001001101    6    4    3    4    7    7    6    2  5.458414 0.707643 SUCCESS  34
001001111    5    7    5    7    4    8    4    4  3.315947 0.912995 SUCCESS  35
001010011    5    7    4    4    9    1    4    9  9.919286 0.270737 SUCCESS  36
001010101    8    5    6    4    9    5    9    5  5.764886 0.673549 SUCCESS  37
001010111    5    2    7   10    2    6    5    6  8.829607 0.356873 SUCCESS  38
001011011    5    7    6    4    3    3    6    9  5.560571 0.696320 SUCCESS  39
001011101    4    4    5    8    2    6    4    3  6.380668 0.604672 SUCCESS  40
001011111    3    3    4    3    6    3    4    6  6.278511 0.616066 SUCCESS  41
001100101    6    7    5    7    6    4    4    4  2.291535 0.970744 SUCCESS  42
001100111    9    4    2    6    8    5    3    8  8.335847 0.401370 SUCCESS  43
