		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   29   30   29   34   29   29   29   33 12.855172 0.116931 SUCCESS   0
000000011   17   29   22   33   32   26   30   34 14.386331 0.072235 SUCCESS   1
000000101   19   27   30   28   25   33   30   26  7.988296 0.434614 SUCCESS   2
000000111   17   29   21   30   26   19   31   27  8.511260 0.385185 SUCCESS   3
000001001   28   28   38   26   19   20   29   23 12.079994 0.147670 SUCCESS   4
000001011   22   20   21   17   22   28   25   28  5.229827 0.732753 SUCCESS   5
000001101   26   25   20   28   26   29   28   27  3.335240 0.911594 SUCCESS   6
000001111   22   27   23   22   22   17   32   27  6.154612 0.629918 SUCCESS   7
000010001   36   20   25   32   20   26   26   20 10.842091 0.210808 SUCCESS   8
000010011   28   24   33   36   31   19   34   32 18.828216 0.015806 SUCCESS   9
000010101   29   19   28   25   21   26   34   16 10.188717 0.252030 SUCCESS  10
000010111   27   22   23   26   25   22   29   28  2.427666 0.965019 SUCCESS  11
000011001   20   25   28   14   24   34   27   40 20.477207 0.008674 FAILURE  12
000011011   25   26   32   18   21   31   27   29  7.826111 0.450638 SUCCESS  13
000011101   27   29   23   29   27   24   24   27  2.750712 0.949015 SUCCESS  14
000011111   18   22   24   18   23   22   33   27  7.467318 0.487151 SUCCESS  15
000100011   31   14   23   32   19   23   29   24 11.179701 0.191724 SUCCESS  16
000100101   22   29   28   31   24   27   22   28  4.623453 0.796959 SUCCESS  17
000100111   31   33   25   28   21   22   35   35 15.802306 0.045299 SUCCESS  18
000101001   27   24   23   27   19   18   21   17  6.440588 0.598005 SUCCESS  19
000101011   28   23   24   21   21   24   23   17  4.026347 0.854739 SUCCESS  20
000101101   36   16   26   14   24   23   10   19 23.487891 0.002791 FAILURE  21
000101111   24   22   18   16   23   20   24   26  5.991103 0.648228 SUCCESS  22
000110011   22   24   32   21   19   31   27   23  6.638520 0.576087 SUCCESS  23
000110101   27   20   20   32   29   24   28   18  7.561981 0.477382 SUCCESS  24
000110111   23   22   22   25   28   27   29   26  2.427666 0.965019 SUCCESS  25
000111001   28   23   23   30   28   18   25   25  4.359323 0.823337 SUCCESS  26
000111011   30   26   24   24   28   20   20   26  3.748978 0.879032 SUCCESS  27
000111101   21   23   21   22   22   27   18   28  4.119686 0.846167 SUCCESS  28
000111111   23   21   26   15   19   25   31   27  7.806252 0.452621 SUCCESS  29
001000011   26   23   21   26   27   23   25   34  5.080219 0.748969 SUCCESS  30
001000101   26   22   20   20   20   19   23   23  4.211702 0.837536 SUCCESS  31
001000111   23   15   16   25   17   27   27   27 10.007997 0.264465 SUCCESS  32
001001011   23   24   26   25   21   27   25   20  1.824603 0.985925 SUCCESS  33
001001101   29   35   30   28   33   22   22   19 12.394434 0.134454 SUCCESS  34
001001111   25   26   24   33   29   27   26   27  4.844554 0.774054 SUCCESS  35
001010011   19   29   24   21   29   24   22   17  6.094372 0.636662 SUCCESS  36
001010101   23   19   19   16   31   25   28   30  9.281143 0.319137 SUCCESS  37
001010111   29   27   24   19   20   19   18   20  7.033722 0.532999 SUCCESS  38
001011011   26   21   30   24   26   24   17   23  4.451338 0.814282 SUCCESS  39
001011101   25   38   23   25   26   27   20   23  9.249368 0.321698 SUCCESS  40
001011111   33   23   12   15   17   23   26   21 16.472229 0.036099 SUCCESS  41
001100101   15   22   26   19   20   31   21   31 10.331043 0.242555 SUCCESS  42
001100111   25   23   33   25   29   20   30   23  6.377038 0.605077 SUCCESS  43
001101011   33   28   25   34   23   18   28   14 14.553150 0.068439 SUCCESS  44
001101101   35   28   31   25   31   29   12   34 20.334882 0.009141 FAILURE  45
001101111   25   22   24   22   13   21   21   20  7.812210 0.452026 SUCCESS  46
001110101   18   22   22   25   36   23   21   23  8.594670 0.377633 SUCCESS  47
001110111   31   30   23   28   23   25   21   27  4.682369 0.790923 SUCCESS  48
001111011   21   24   16   27   30   32   23   24  7.638109 0.469594 SUCCESS  49
001111101   18   29   21   18   24   23   31   20  7.610968 0.472364 SUCCESS  50
001111111   18   17   23   16   19   26   34   26 12.482477 0.130940 SUCCESS  51
010000011   18   29   25   22   26   28   24   26  3.664244 0.886076 SUCCESS  52
010000111   30   23   19   23   27   24   26   31  4.978274 0.759896 SUCCESS  53
010001011   26   22   19   12   19   16   19   22 13.801141 0.087098 SUCCESS  54
010001111   19   32   23   21   18   33   26   30 10.562074 0.227768 SUCCESS  55
010010011   21   30   36   27   24   23   22   19  9.375806 0.311592 SUCCESS  56
010010111   32   26   18   23   22   21   21   17  7.915479 0.441770 SUCCESS  57
010011011   20   30   30   29   25   32   18   21  9.062690 0.337035 SUCCESS  58
010011111   23   20   26   26   28   29   27   22  3.096928 0.928128 SUCCESS  59
010100011   14   37   21   20   26   33   17   24 18.186757 0.019869 SUCCESS  60
010100111   22   19   27   21   25   21   26   20  3.687414 0.884168 SUCCESS  61
010101011   25   18   17   15   26   23   19   30 10.566708 0.227479 SUCCESS  62
010101111   31   20   19   22   23   23   18   28  6.594167 0.580983 SUCCESS  63
010110011   15   20   22   22   25   24   28   26  5.729621 0.677489 SUCCESS  64
010110111   20   17   22   23   30   25   18   22  6.788127 0.559655 SUCCESS  65
010111011   32   32   22   24   25   29   25   21  6.563716 0.584349 SUCCESS  66
010111111   33   21   18   17   19   16   22   21 12.633409 0.125101 SUCCESS  67
011000111   24   24   21   24   22   25   18   21  2.992335 0.934838 SUCCESS  68
011001111   19   23   28   15   31   28   29   29  9.799473 0.279383 SUCCESS  69
011010111   34   29   24   29   17   33   20   13 17.484397 0.025442 SUCCESS  70
011011111   24   30   19   20   15   16   23   18 11.938330 0.153977 SUCCESS  71
