		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 17.070312	M = 8748	N = 8	m = 9	n = 69984
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   20   20   15   18   23   19   18   24  6.664380 0.573238 SUCCESS   0
000000011   24   18   18   13   21   14   17   13  6.523440 0.588809 SUCCESS   1
000000101   21   13   14   24   18   17   21   22  7.874188 0.445855 SUCCESS   2
000000111   20   19   17   13   20   13   17   20  3.790730 0.875494 SUCCESS   3
000001001    7   19   14   17   22   18   20   15  9.238178 0.322604 SUCCESS   4
000001011   19   14   16   21   19   17   16   21  3.030225 0.932446 SUCCESS   5
000001101   15   20   13   15   16   14   15   16  3.010362 0.933706 SUCCESS   6
000001111   21   19   14   19   15   16   14   21  3.790730 0.875494 SUCCESS   7
000010001   23   13   17   16   20   16   18   16  3.911806 0.864992 SUCCESS   8
000010011   12   19   18   11   18   12   20   19  6.418445 0.600467 SUCCESS   9
000010101   11   18   16   12   14    8   16   17  9.529516 0.299611 SUCCESS  10
000010111   19   13   18   28   12   23   16   12 13.822963 0.086498 SUCCESS  11
000011001   21   18   23   22   21   11   20   10 11.298352 0.185360 SUCCESS  12
000011011   21   16   15   15   16   16   20   14  2.752130 0.948937 SUCCESS  13
000011101   14   16   16   17   13   16   18   19  2.059730 0.979126 SUCCESS  14
000011111   28   17   14   19   18   21   14   22 11.057147 0.198482 SUCCESS  15
000100011   17   18   16   20   17   16   18   19  0.988970 0.998317 SUCCESS  16
000100101   17   25   13   21   18   17   19   14  6.593437 0.581063 SUCCESS  17
000100111   18   21   19   19   23   10   21   20  8.047288 0.428865 SUCCESS  18
000101001   21   20   17   15   14   26   15   18  7.423939 0.491658 SUCCESS  19
000101011   13   20   26   12   14   15   17   15  8.996027 0.342631 SUCCESS  20
000101101   12   21   20   18   14   14   11   15  6.694648 0.569907 SUCCESS  21
000101111   20   18   18   17   10   20   14   16  4.810412 0.777634 SUCCESS  22
000110011   21   22   17   23   22   18   16   18  6.180078 0.627068 SUCCESS  23
000110101   20   20   16   17   13   16   16    9  6.193320 0.625587 SUCCESS  24
000110111   17   21   16   16   17   13   21   21  3.946804 0.861891 SUCCESS  25
000111001   12   20   15   21   24   22   19   24 10.780943 0.214423 SUCCESS  26
000111011   16   13   11   24   19   19   21   13  8.598748 0.377266 SUCCESS  27
000111101   18   17   21   15   16   12   22   18  4.396107 0.819735 SUCCESS  28
000111111   19   11   15   19   14   15   18   11  6.054273 0.641152 SUCCESS  29
001000011   13   16   11   18   17   16   26   20  8.771848 0.361907 SUCCESS  30
001000101   15   18   22   11   17   20   18   16  4.655284 0.793704 SUCCESS  31
001000111   20   15   16   13   16   20   24   19  5.572809 0.694961 SUCCESS  32
001001011   22   16   13   23   15   14   20   16  6.091163 0.637021 SUCCESS  33
001001101   15   12   16    3   15   18   11   20 16.932142 0.030823 SUCCESS  34
001001111   21   18   14   14   22   13   18   23  6.783563 0.560155 SUCCESS  35
001010011   20   14   16   14   12   18   18   16  3.460611 0.902225 SUCCESS  36
001010101    8   21   18   23   22   14   21   20 11.592527 0.170331 SUCCESS  37
001010111   16   19   24   14   17   16   18   15  4.153957 0.842973 SUCCESS  38
001011011   12   17   15   22   15   18   16   20  4.188009 0.839775 SUCCESS  39
001011101   23   11   15   15   20   19   17   19  5.849012 0.664140 SUCCESS  40
001011111   20   24   20   24   11   23   18   19 11.490370 0.175431 SUCCESS  41
001100101   16   14   18   18   18   15   28   19  8.513617 0.384970 SUCCESS  42
001100111   19   17   20   17   23   20   17   17  3.394398 0.907229 SUCCESS  43
001101011   17   15   16   13   24   11   12    9 11.968996 0.152593 SUCCESS  44
001101101   20   14   12   22   16   15   13   16  5.518893 0.700946 SUCCESS  45
001101111   11   25   16   17   10   14   19   15 10.188809 0.252023 SUCCESS  46
001110101   12   17   16   11   17   16   19   26  8.979001 0.344071 SUCCESS  47
001110111   24   14   10   19   22   17   20   12 10.276778 0.246135 SUCCESS  48
001111011   18   18   19   14   21   21   19   17  2.996173 0.934597 SUCCESS  49
001111101   17   25   20   20   22   16   16   21  7.390832 0.495110 SUCCESS  50
001111111   14   16   23   16   18   20   18   17  3.462502 0.902080 SUCCESS  51
010000011   11   21   15   23   21   13   13   18  8.546724 0.381963 SUCCESS  52
010000111   16   15   16   13   18   17   24   21  5.295660 0.725559 SUCCESS  53
010001011   14   17   23   16   11   25   13   16  9.878553 0.273654 SUCCESS  54
010001111   16   18   21   11   12   15   21   11  8.268629 0.407679 SUCCESS  55
010010011   17   15   11   10   19   20   10   27 15.256950 0.054338 SUCCESS  56
010010111   25   16   11   15   15   14   23   14  9.895579 0.272432 SUCCESS  57
010011011   12   17   19   11   11   22   17   14  8.285655 0.406076 SUCCESS  58
010011111   18   19   20   19   16   20   19   23  3.965722 0.860203 SUCCESS  59
010100011   13   19   18   18    8   11   17   23 10.673111 0.220918 SUCCESS  60
010100111   22   15   16   15   12   23   26   16 10.640950 0.222885 SUCCESS  61
010101011   11   20   15   22   14   15   17   18  5.363765 0.718082 SUCCESS  62
010101111   15   16   11   18   15   16   20   19  3.685735 0.884307 SUCCESS  63
010110011   19   13   19    7   23   20   14   16 10.881209 0.208521 SUCCESS  64
010110111   19   16   14   19   16   14   14   15  2.561058 0.958823 SUCCESS  65
010111011   19   16   20   16   15   16   22   16  2.753076 0.948885 SUCCESS  66
010111111   14   16   15   21   17   27   14   15  8.633747 0.374128 SUCCESS  67
011000111   13   13   26   14   19   20   19   12  9.930578 0.269932 SUCCESS  68
011001111   20   17   24    9   20   21   12   15 10.640004 0.222943 SUCCESS  69
011010111   16   21   17   18   19   10   16   17  4.378135 0.821498 SUCCESS  70
011011111   12   21   13   19   17   19   23   17  6.074137 0.638928 SUCCESS  71
011101111   14   11    6   17   18   19   20   15 11.277542 0.186464 SUCCESS  72
011111111   16   13   22   20   17   22   13   15  5.796988 0.669960 SUCCESS  73
100000000   20   20   15   18   23   19   18   24  6.664380 0.573238 SUCCESS  74
100010000   17   19   16   17   14   19   26   13  6.921665 0.545108 SUCCESS  75
100100000   17   20   15   21   15   16   10   16  5.138640 0.742661 SUCCESS  76
100101000   14   22   21   21   21    6   23   18 14.446312 0.070849 SUCCESS  77
100110000   24   20   20   15   17   15   17   18  4.518129 0.807617 SUCCESS  78
100111000   21   27   23   21   14   16   15   16 10.936071 0.205348 SUCCESS  79
101000000   16   25   16   18   21   17   19    6 12.577211 0.127248 SUCCESS  80
101000100   17   22   15   20   13   17   21   21  5.123506 0.744298 SUCCESS  81
101001000   15   20   14   16   20   20   11   22  6.160214 0.629291 SUCCESS  82
101001100   17   14   17   13   14   14   19   15  3.200488 0.921153 SUCCESS  83
101010000   18   19   18   21   27   18   11   20 10.036519 0.262472 SUCCESS  84
101010100   12   21   13   15   20   14   20   25  9.170073 0.328153 SUCCESS  85
101011000   17   18   17   18   16   16   18   13  1.299225 0.995561 SUCCESS  86
101011100   13   13   21   17   15   20   23   23  7.977291 0.435692 SUCCESS  87
101100000   13   15   16   19   15   19   20   19  2.787129 0.946998 SUCCESS  88
101100100   19   14   15   18   21   10   12   18  6.677622 0.571780 SUCCESS  89
101101000   15   17   19   17   15   16   14   14  1.955681 0.982341 SUCCESS  90
101101100   13   22   22   21   17   19   14   25  9.483166 0.303188 SUCCESS  91
101110000   22   15   16   19   14   17   14   15  3.426558 0.904814 SUCCESS  92
101110100   22   21   18   22   20   23   12   12  9.690319 0.287438 SUCCESS  93
101111000   19   14   13   18   12   19   21   16  4.637312 0.795543 SUCCESS  94
101111100   18   18   16   19   20   18   23   22  4.571099 0.802278 SUCCESS  95
110000000   17   14   17   17   21   16   23   22  5.175530 0.738661 SUCCESS  96
110000010   13   16   20   13   17   11   15   13  6.088325 0.637339 SUCCESS  97
110000100   21   19   14   11    9   20   23   21 11.487532 0.175575 SUCCESS  98
110001000   23   22   14   13   16   18   24   17  8.202416 0.413952 SUCCESS  99
110001010   15   26   20   12   18   18   12   17  8.823873 0.357371 SUCCESS 100
110010000   14   16   14   26   18   12   13   15  8.909004 0.350030 SUCCESS 101
110010010   15   12   20   20   17   12   16   23  6.609517 0.579287 SUCCESS 102
110010100   21   15   20   24   16   11   20   23  9.569243 0.296569 SUCCESS 103
