		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 31.984375	M = 16384	N = 8	m = 9	n = 131072
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   22   38   38   28   21   33   28   23 13.130366 0.107442 SUCCESS   0
000000011   22   38   38   39   23   24   35   25 13.692992 0.090127 SUCCESS   1
000000101   29   36   27   30   29   39   33   42  6.894003 0.548111 SUCCESS   2
000000111   27   31   27   22   16   29   43   20 21.970770 0.004970 FAILURE   3
000001001   25   24   40   40   33   31   18   40 16.253598 0.038891 SUCCESS   4
000001011   35   38   23   25   35   34   35   46 12.718245 0.121919 SUCCESS   5
000001101   28   36   31   32   29   40   21   31  7.361679 0.498160 SUCCESS   6
000001111   28   33   29   24   26   40   34   28  6.773801 0.561223 SUCCESS   7
000010001   37   36   32   31   37   37   28   34  3.636427 0.888348 SUCCESS   8
000010011   29   33   36   38   30   36   27   33  3.497033 0.899420 SUCCESS   9
000010101   32   25   33   35   38   25   31   36  5.203093 0.735665 SUCCESS  10
000010111   33   30   31   36   36   42   40   33  6.586932 0.581782 SUCCESS  11
000011001   33   24   31   30   31   39   35   23  6.777841 0.560781 SUCCESS  12
000011011   36   38   33   29   25   38   30   35  5.179861 0.738191 SUCCESS  13
000011101   39   35   28   27   27   24   31   18 12.417235 0.133536 SUCCESS  14
000011111   37   28   31   26   37   30   37   40  6.345518 0.608589 SUCCESS  15
000100011   29   33   20   26   32   37   32   35  7.228346 0.512208 SUCCESS  16
000100101   27   22   33   30   33   34   26   35  5.802083 0.669390 SUCCESS  17
000100111   33   36   33   36   36   38   32   31  2.831376 0.944490 SUCCESS  18
000101001   25   39   34   33   42   33   35   36  7.423295 0.491725 SUCCESS  19
000101011   29   32   34   41   33   35   33   45  8.882891 0.352271 SUCCESS  20
000101101   35   30   31   20   31   30   28   38  6.936427 0.543507 SUCCESS  21
000101111   26   34   26   32   44   36   39   26 10.382891 0.239173 SUCCESS  22
