		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 0.484375	M = 256	N = 8	m = 9	n = 2048
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    1    1    0    1    0    0    0    0  4.076768 0.850132 SUCCESS   0
000000011    1    0    1    0    0    0    0    0  4.012121 0.856028 SUCCESS   1
000000101    1    0    1    1    0    0    0    0  4.076768 0.850132 SUCCESS   2
000000111    1    0    0    0    0    0    0    0  3.947475 0.861831 SUCCESS   3
000001001    0    1    0    0    0    2    1    0  8.278788 0.406722 SUCCESS   4
000001011    1    0    2    0    0    0    0    1  8.278788 0.406722 SUCCESS   5
000001101    0    0    1    0    0    0    0    2  8.214141 0.412837 SUCCESS   6
000001111    1    0    1    0    0    0    1    0  4.076768 0.850132 SUCCESS   7
000010001    0    0    1    0    1    1    2    0  8.343434 0.400661 SUCCESS   8
000010011    0    2    1    2    0    0    1    0 12.545455 0.128476 SUCCESS   9
000010101    0    0    0    3    1    2    0    0 20.820202 0.007641 FAILURE  10
000010111    1    0    1    0    0    0    0    0  4.012121 0.856028 SUCCESS  11
000011001    2    1    0    0    0    0    0    0  8.214141 0.412837 SUCCESS  12
000011011    0    1    1    0    1    0    0    0  4.076768 0.850132 SUCCESS  13
000011101    0    0    1    0    0    1    0    0  4.012121 0.856028 SUCCESS  14
000011111    0    0    1    0    0    0    0    0  3.947475 0.861831 SUCCESS  15
000100011    0    1    0    0    0    1    1    1  4.141414 0.844144 SUCCESS  16
000100101    0    0    0    0    0    0    3    1 16.553535 0.035109 SUCCESS  17
000100111    1    3    2    2    0    0    3    0 37.692929 0.000009 FAILURE  18
000101001    0    2    0    0    0    1    0    0  8.214141 0.412837 SUCCESS  19
000101011    0    0    0    1    2    1    0    0  8.278788 0.406722 SUCCESS  20
000101101    1    0    2    0    0    0    0    1  8.278788 0.406722 SUCCESS  21
000101111    1    0    0    1    0    0    0    0  4.012121 0.856028 SUCCESS  22
000110011    1    1    0    0    0    0    0    0  4.012121 0.856028 SUCCESS  23
000110101    0    0    0    1    0    0    0    3 16.553535 0.035109 SUCCESS  24
000110111    0    0    1    0    0    0    1    0  4.012121 0.856028 SUCCESS  25
000111001    1    0    0    2    1    0    0    1  8.343434 0.400661 SUCCESS  26
000111011    0    0    1    0    0    0    0    0  3.947475 0.861831 SUCCESS  27
000111101    1    1    0    0    1    0    1    0  4.141414 0.844144 SUCCESS  28
000111111    0    1    2    0    1    0    0    1  8.343434 0.400661 SUCCESS  29
001000011    0    3    1    1    0    0    0    1 16.682828 0.033587 SUCCESS  30
001000101    1    1    0    0    1    1    2    0  8.408081 0.394656 SUCCESS  31
001000111    0    1    0    2    0    0    1    0  8.278788 0.406722 SUCCESS  32
001001011    0    0    0    0    0    1    2    1  8.278788 0.406722 SUCCESS  33
001001101    1    0    1    1    0    0    0    1  4.141414 0.844144 SUCCESS  34
001001111    1    1    2    1    0    1    1    0  8.472727 0.388705 SUCCESS  35
001010011    0    1    0    0    0    1    1    1  4.141414 0.844144 SUCCESS  36
001010101    0    0    0    2    1    2    1    0 12.545455 0.128476 SUCCESS  37
001010111    1    0    0    1    2    1    2    0 12.610101 0.125988 SUCCESS  38
001011011    1    0    0    0    1    0    0    1  4.076768 0.850132 SUCCESS  39
001011101    1    0    1    1    1    0    2    0  8.408081 0.394656 SUCCESS  40
001011111    0    0    0    1    0    0    0    0  3.947475 0.861831 SUCCESS  41
001100101    1    1    0    0    0    0    0    1  4.076768 0.850132 SUCCESS  42
001100111    0    1    0    0    0    0    0    0  3.947475 0.861831 SUCCESS  43
001101011    0    0    1    1    0    0    0    2  8.278788 0.406722 SUCCESS  44
001101101    1    1    0    1    0    0    0    0  4.076768 0.850132 SUCCESS  45
001101111    0    0    0    0    0    1    1    1  4.076768 0.850132 SUCCESS  46
001110101    0    2    0    1    1    2    0    1 12.610101 0.125988 SUCCESS  47
001110111    0    1    1    0    1    1    0    0  4.141414 0.844144 SUCCESS  48
001111011    2    0    0    0    0    0    1    0  8.214141 0.412837 SUCCESS  49
001111101    0    0    0    1    1    1    0    0  4.076768 0.850132 SUCCESS  50
001111111    0    1    1    0    1    0    1    1  4.206061 0.838070 SUCCESS  51
010000011    1    0    1    0    0    1    1    0  4.141414 0.844144 SUCCESS  52
010000111    0    2    1    1    0    0    0    1  8.343434 0.400661 SUCCESS  53
010001011    1    0    0    0    0    1    2    0  8.278788 0.406722 SUCCESS  54
010001111    0    0    1    1    0    0    1    0  4.076768 0.850132 SUCCESS  55
010010011    1    1    0    1    2    3    0    0 20.949495 0.007283 FAILURE  56
010010111    0    0    0    0    0    0    1    1  4.012121 0.856028 SUCCESS  57
010011011    2    0    0    1    0    1    0    1  8.343434 0.400661 SUCCESS  58
010011111    1    1    1    0    0    1    1    0  4.206061 0.838070 SUCCESS  59
010100011    0    0    1    0    0    0    0    0  3.947475 0.861831 SUCCESS  60
010100111    1    0    0    0    0    0    1    0  4.012121 0.856028 SUCCESS  61
