		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 63.984375	M = 32768	N = 8	m = 9	n = 262144
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   66   59   54   56   68   56   54   56  7.040941 0.532222 SUCCESS   0
000000011   76   61   66   61   53   62   66   57  5.554577 0.696986 SUCCESS   1
000000101   57   58   46   55   63   65   57   63  8.735385 0.365108 SUCCESS   2
000000111   71   70   73   60   53   59   78   61  8.620739 0.375292 SUCCESS   3
000001001   59   67   67   54   63   64   68   63  2.598516 0.956979 SUCCESS   4
000001011   56   52   51   49   61   62   67   57 10.848011 0.210461 SUCCESS   5
000001101   69   71   74   64   61   66   54   73  5.957607 0.651981 SUCCESS   6
000001111   79   61   74   71   56   68   65   60  7.768718 0.456382 SUCCESS   7
000010001   64   52   56   76   59   78   56   57 11.079830 0.197217 SUCCESS   8
000010011   64   83   65   55   60   66   47   60 12.406092 0.133984 SUCCESS   9
000010101   65   62   67   68   71   59   68   53  3.895486 0.866428 SUCCESS  10
000010111   50   56   52   62   73   67   60   62  8.356597 0.399434 SUCCESS  11
000011001   76   65   57   54   73   67   64   60  6.466698 0.595104 SUCCESS  12
000011011   75   74   75   57   62   55   56   64  8.730335 0.365553 SUCCESS  13
000011101   72   55   58   49   67   40   78   58 19.748011 0.011333 SUCCESS  14
000011111   57   66   82   59   59   57   62   55  9.059122 0.337333 SUCCESS  15
000100011   56   48   50   62   62   65   54   60 10.331850 0.242503 SUCCESS  16
000100101   69   66   57   66   53   72   72   64  5.353062 0.719259 SUCCESS  17
000100111   63   64   55   59   65   68   53   67  4.095991 0.848361 SUCCESS  18
000101001   60   63   61   61   67   58   66   69  1.758112 0.987551 SUCCESS  19
000101011   51   74   62   68   74   72   62   62  7.457102 0.488210 SUCCESS  20
000101101   55   51   71   65   56   63   64   69  6.293971 0.614340 SUCCESS  21
000101111   63   63   63   60   66   69   50   62  4.000032 0.857121 SUCCESS  22
000110011   73   57   69   69   61   64   71   60  4.111143 0.846959 SUCCESS  23
000110101   47   64   64   57   67   60   66   62  5.983365 0.649095 SUCCESS  24
000110111   71   73   86   62   67   53   67   63 12.265688 0.139737 SUCCESS  25
000111001   59   60   61   66   62   61   76   65  3.425284 0.904910 SUCCESS  26
000111011   68   59   54   52   71   54   80   61 11.290436 0.185779 SUCCESS  27
000111101   80   68   63   68   63   63   73   71  6.822759 0.555871 SUCCESS  28
000111111   63   66   74   65   71   51   62   54  6.914173 0.545921 SUCCESS  29
001000011   62   52   64   63   62   65   68   65  2.758112 0.948608 SUCCESS  30
001000101   59   67   60   67   52   83   58   50 12.856597 0.116880 SUCCESS  31
001000111   65   56   54   60   60   72   75   53  8.120739 0.421766 SUCCESS  32
001001011   75   64   64   77   72   84   55   62 13.580335 0.093381 SUCCESS  33
001001101   71   81   76   79   57   61   51   50 18.269729 0.019293 SUCCESS  34
001001111   60   86   63   66   71   76   51   68 14.285385 0.074624 SUCCESS  35
