		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 63.984375	M = 32768	N = 8	m = 9	n = 262144
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   56   73   73   45   69   64   61   57 10.821244 0.212035 SUCCESS   0
000000011   64   64   65   51   65   64   63   67  2.920739 0.939233 SUCCESS   1
000000101   70   83   66   48   77   48   55   71 19.590941 0.012000 SUCCESS   2
000000111   47   61   61   57   64   62   59   63  6.219223 0.622690 SUCCESS   3
000001001   59   72   71   66   66   46   55   49 12.527304 0.129182 SUCCESS   4
000001011   73   72   63   67   81   56   61   63  8.383870 0.396898 SUCCESS   5
000001101   56   62   72   57   73   68   75   65  6.472759 0.594431 SUCCESS   6
000001111   56   65   60   58   70   76   61   52  7.265688 0.508257 SUCCESS   7
000010001   75   73   73   63   74   59   56   61  7.801042 0.453143 SUCCESS   8
000010011   62   68   70   54   68   61   63   43 10.057102 0.261041 SUCCESS   9
000010101   55   67   71   78   52   55   62   70  9.695991 0.287015 SUCCESS  10
000010111   62   69   63   67   67   54   64   67  2.537910 0.959940 SUCCESS  11
000011001   75   68   79   64   65   67   69   71  7.231345 0.511891 SUCCESS  12
000011011   63   60   72   67   60   77   55   66  5.822254 0.667134 SUCCESS  13
000011101   55   69   66   61   59   74   62   92 16.691951 0.033481 SUCCESS  14
000011111   63   62   52   59   59   67   56   69  4.787405 0.780038 SUCCESS  15
000100011   67   59   68   54   79   56   67   58  7.820234 0.451225 SUCCESS  16
000100101   59   61   74   61   77   63   62   62  5.191446 0.736932 SUCCESS  17
000100111   64   79   57   62   77   61   52   64  9.699021 0.286789 SUCCESS  18
000101001   72   82   48   63   53   56   56   53 16.389426 0.037134 SUCCESS  19
000101011   60   65   56   62   59   54   52   71  6.496496 0.591796 SUCCESS  20
000101101   70   57   75   70   74   51   68   61  8.669729 0.370918 SUCCESS  21
000101111   58   64   63   69   72   53   61   67  4.280335 0.830986 SUCCESS  22
000110011   76   71   84   74   57   73   68   75 15.548516 0.049317 SUCCESS  23
000110101   61   50   56   60   66   63   63   58  5.267203 0.728673 SUCCESS  24
000110111   78   61   63   61   65   72   50   72  8.732355 0.365375 SUCCESS  25
000111001   54   70   55   58   61   70   80   73 10.267203 0.246770 SUCCESS  26
000111011   56   66   68   53   67   59   60   90 15.050032 0.058180 SUCCESS  27
000111101   81   75   61   61   64   75   66   63  8.970739 0.344770 SUCCESS  28
000111111   72   49   59   59   54   60   66   57  8.191951 0.414948 SUCCESS  29
001000011   69   56   58   62   60   88   66   67 11.869729 0.157112 SUCCESS  30
001000101   61   67   59   64   51   44   59   58 10.852052 0.210224 SUCCESS  31
001000111   82   59   69   72   70   67   57   62  8.675789 0.370380 SUCCESS  32
001001011   64   48   58   65   68   67   74   63  6.769223 0.561724 SUCCESS  33
001001101   62   56   50   57   62   58   74   65  7.323264 0.502190 SUCCESS  34
001001111   55   71   64   63   75   60   51   55  8.362658 0.398870 SUCCESS  35
001010011   64   79   61   64   48   61   53   54 11.622254 0.168870 SUCCESS  36
001010101   49   62   77   74   52   61   73   66 11.895991 0.155905 SUCCESS  37
001010111   56   62   56   65   61   51   56   70  6.624779 0.577603 SUCCESS  38
001011011   63   75   65   67   73   63   61   63  3.629324 0.888924 SUCCESS  39
001011101   64   62   77   78   59   70   77   62  9.764173 0.281970 SUCCESS  40
001011111   73   60   62   78   72   68   63   69  6.529830 0.588101 SUCCESS  41
001100101   78   72   63   56   51   75   67   57 10.880335 0.208572 SUCCESS  42
001100111   70   71   79   80   57   77   82   64 17.941446 0.021670 SUCCESS  43
001101011   67   54   52   59   69   68   82   61 10.537405 0.229312 SUCCESS  44
001101101   63   66   72   67   66   70   59   63  2.334375 0.969007 SUCCESS  45
