		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 1.671875	M = 864	N = 8	m = 9	n = 6912
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    4    0    3    1    0    1    3    2  9.530565 0.299531 SUCCESS   0
000000011    2    0    3    0    2    1    0    3  7.710887 0.462209 SUCCESS   1
000000101    3    1    0    0    2    1    1    2  5.469809 0.706383 SUCCESS   2
000000111    3    0    3    1    2    1    1    3  5.852899 0.663705 SUCCESS   3
000001001    2    2    0    1    1    4    2    2  5.852899 0.663705 SUCCESS   4
000001011    2    0    1    0    2    2    1    1  4.454620 0.813956 SUCCESS   5
000001101    2    2    3    1    1    2    2    4  5.220801 0.733737 SUCCESS   6
000001111    1    0    0    2    2    0    1    5 12.614441 0.125822 SUCCESS   7
000010001    1    4    4    0    2    0    2    2 10.545754 0.228789 SUCCESS   8
000010011    2    3    0    1    0    1    2    1  5.469809 0.706383 SUCCESS   9
000010101    1    6    1    2    1    1    4    0 17.690385 0.023671 SUCCESS  10
000010111    1    1    2    0    0    0    1    2  6.101908 0.635818 SUCCESS  11
000011001    0    0    4    2    1    1    2    1  7.710887 0.462209 SUCCESS  12
000011011    5    3    3    1    2    2    1    3 10.718144 0.218187 SUCCESS  13
000011101    1    2    4    0    0    3    2    0  9.951964 0.268414 SUCCESS  14
000011111    0    0    1    4    2    1    1    2  7.710887 0.462209 SUCCESS  15
000100011    2    2    3    2    2    1    2    1  1.964534 0.982080 SUCCESS  16
000100101    1    1    2    2    3    5    3    1  9.913655 0.271139 SUCCESS  17
000100111    1    2    0    2    0    1    2    0  5.891208 0.659417 SUCCESS  18
000101001    0    3    0    1    0    0    0    2  9.990273 0.265709 SUCCESS  19
000101011    5    5    1    0    0    3    1    1 18.916274 0.015314 SUCCESS  20
000101101    4    2    2    0    2    3    2    2  6.446689 0.597327 SUCCESS  21
000101111    1    1    2    2    4    0    2    2  5.852899 0.663705 SUCCESS  22
000110011    2    0    2    3    2    0    1    0  6.695698 0.569792 SUCCESS  23
000110101    2    3    2    1    0    3    2    1  4.627011 0.796596 SUCCESS  24
000110111    3    4    3    3    3    1    2    2  8.055668 0.428051 SUCCESS  25
000111001    5    1    0    1    0    0    1    2 12.825140 0.118009 SUCCESS  26
000111011    1    2    5    0    2    1    2    1  9.530565 0.299531 SUCCESS  27
000111101    1    2    1    1    2    1    1    3  2.596633 0.957072 SUCCESS  28
000111111    2    1    1    3    1    2    0    3  4.837710 0.774773 SUCCESS  29
001000011    1    1    2    2    0    1    2    2  2.807333 0.945860 SUCCESS  30
001000101    2    3    1    0    2    3    1    6 16.043098 0.041767 SUCCESS  31
001000111    2    1    2    2    1    1    3    1  2.385933 0.966838 SUCCESS  32
001001011    2    1    1    3    1    4    4    1  8.898466 0.350934 SUCCESS  33
001001101    1    2    0    2    6    1    0    3 16.675196 0.033675 SUCCESS  34
