		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 0.406250	M = 216	N = 8	m = 9	n = 1728
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    0    2    0    1    0    0    0    0  9.519790 0.300359 SUCCESS   0
000000011    0    1    0    1    1    0    0    0  4.616236 0.797695 SUCCESS   1
000000101    0    1    0    2    0    0    0    0  9.519790 0.300359 SUCCESS   2
000000111    0    0    0    1    0    1    0    0  4.156528 0.842732 SUCCESS   3
000001001    1    0    0    0    0    1    0    0  4.156528 0.842732 SUCCESS   4
000001011    0    0    0    0    1    0    1    0  4.156528 0.842732 SUCCESS   5
000001101    0    0    1    0    1    0    1    1  5.075945 0.749429 SUCCESS   6
000001111    0    1    1    0    0    1    1    0  5.075945 0.749429 SUCCESS   7
000010001    0    1    0    0    0    0    0    1  4.156528 0.842732 SUCCESS   8
000010011    1    0    0    0    0    1    0    1  4.616236 0.797695 SUCCESS   9
000010101    0    0    0    1    0    0    0    0  3.696820 0.883390 SUCCESS  10
000010111    0    0    1    0    1    0    1    0  4.616236 0.797695 SUCCESS  11
000011001    0    1    0    0    0    3    0    1 20.246315 0.009443 FAILURE  12
000011011    0    0    0    0    0    0    1    0  3.696820 0.883390 SUCCESS  13
000011101    0    0    1    1    0    1    0    0  4.616236 0.797695 SUCCESS  14
000011111    0    1    0    0    0    1    1    0  4.616236 0.797695 SUCCESS  15
000100011    0    1    0    0    0    1    0    1  4.616236 0.797695 SUCCESS  16
000100101    0    0    2    0    0    0    0    1  9.519790 0.300359 SUCCESS  17
000100111    0    0    0    0    0    1    0    0  3.696820 0.883390 SUCCESS  18
000101001    0    1    0    1    0    0    1    0  4.616236 0.797695 SUCCESS  19
000101011    0    1    0    1    0    0    0    0  4.156528 0.842732 SUCCESS  20
000101101    0    2    0    2    1    1    0    0 15.802469 0.045296 SUCCESS  21
000101111    0    0    0    0    1    0    1    0  4.156528 0.842732 SUCCESS  22
000110011    0    1    1    0    0    2    0    1 10.439207 0.235542 SUCCESS  23
000110101    0    0    0    0    0    0    1    0  3.696820 0.883390 SUCCESS  24
000110111    0    0    0    0    0    1    0    1  4.156528 0.842732 SUCCESS  25
000111001    0    0    0    0    0    0    1    0  3.696820 0.883390 SUCCESS  26
000111011    1    1    0    0    0    1    0    1  5.075945 0.749429 SUCCESS  27
000111101    1    0    1    0    0    0    0    0  4.156528 0.842732 SUCCESS  28
000111111    2    1    0    2    0    1    1    0 16.262177 0.038778 SUCCESS  29
001000011    1    0    0    0    1    0    0    1  4.616236 0.797695 SUCCESS  30
001000101    0    0    0    0    0    0    1    0  3.696820 0.883390 SUCCESS  31
001000111    0    1    0    0    0    0    0    0  3.696820 0.883390 SUCCESS  32
001001011    0    0    1    0    1    1    0    0  4.616236 0.797695 SUCCESS  33
001001101    2    1    0    0    0    0    0    1  9.979499 0.266468 SUCCESS  34
001001111    0    0    0    2    1    0    0    0  9.519790 0.300359 SUCCESS  35
001010011    0    1    0    1    0    1    0    0  4.616236 0.797695 SUCCESS  36
001010101    0    0    0    0    0    0    0    0  3.237112 0.918608 SUCCESS  37
001010111    0    1    1    1    0    0    1    0  5.075945 0.749429 SUCCESS  38
001011011    0    1    1    0    2    1    0    0 10.439207 0.235542 SUCCESS  39
001011101    1    0    0    0    0    1    0    1  4.616236 0.797695 SUCCESS  40
001011111    0    0    0    0    1    0    3    1 20.246315 0.009443 FAILURE  41
001100101    1    0    1    0    0    1    0    1  5.075945 0.749429 SUCCESS  42
001100111    0    0    0    0    0    2    0    1  9.519790 0.300359 SUCCESS  43
001101011    2    0    0    0    0    0    1    0  9.519790 0.300359 SUCCESS  44
001101101    2    0    1    0    0    0    1    0  9.979499 0.266468 SUCCESS  45
001101111    0    0    0    0    0    1    0    0  3.696820 0.883390 SUCCESS  46
001110101    0    0    0    2    1    1    0    1 10.439207 0.235542 SUCCESS  47
001110111    0    0    0    0    2    0    0    1  9.519790 0.300359 SUCCESS  48
001111011    0    1    0    1    0    0    1    0  4.616236 0.797695 SUCCESS  49
001111101    1    0    0    1    2    0    0    0  9.979499 0.266468 SUCCESS  50
001111111    2    0    0    2    0    0    0    0 14.883053 0.061460 SUCCESS  51
010000011    0    2    2    0    0    0    3    0 30.972840 0.000142 FAILURE  52
010000111    0    0    0    0    1    0    0    0  3.696820 0.883390 SUCCESS  53
010001011    1    0    0    0    0    0    0    0  3.696820 0.883390 SUCCESS  54
010001111    2    0    0    0    0    0    1    0  9.519790 0.300359 SUCCESS  55
010010011    1    1    0    0    1    0    0    0  4.616236 0.797695 SUCCESS  56
010010111    0    0    0    0    2    0    0    1  9.519790 0.300359 SUCCESS  57
010011011    1    0    0    0    0    0    0    1  4.156528 0.842732 SUCCESS  58
010011111    1    1    0    2    1    1    0    0 10.898915 0.207493 SUCCESS  59
010100011    1    0    1    0    0    0    1    0  4.616236 0.797695 SUCCESS  60
010100111    0    1    0    2    1    0    0    0  9.979499 0.266468 SUCCESS  61
010101011    0    0    0    0    1    0    0    0  3.696820 0.883390 SUCCESS  62
010101111    0    1    0    0    0    0    0    0  3.696820 0.883390 SUCCESS  63
010110011    2    0    1    1    0    0    0    1 10.439207 0.235542 SUCCESS  64
010110111    0    1    1    1    2    0    0    1 10.898915 0.207493 SUCCESS  65
010111011    1    0    0    0    0    0    0    1  4.156528 0.842732 SUCCESS  66
010111111    0    1    0    1    0    0    2    1 10.439207 0.235542 SUCCESS  67
