		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 15.984375	M = 8192	N = 8	m = 9	n = 65536
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   19   18    7   12   16   16   14   14  7.604167 0.473059 SUCCESS   0
000000011   17   18   15   14   19   19   14   12  3.103157 0.927718 SUCCESS   1
000000101   13    9   15   10   12   13   14   16  7.963763 0.437018 SUCCESS   2
000000111   15   20   10   16   16   14   18   13  4.513258 0.808105 SUCCESS   3
000001001   15   25   12   14   14   23   16   19 10.622348 0.224029 SUCCESS   4
000001011   19    6   12   13   12   21   12   18 12.575884 0.127299 SUCCESS   5
000001101   18   16   18   18   14   19   15   10  4.008207 0.856382 SUCCESS   6
000001111   13   20   12   16   14   14   18   13  3.992045 0.857840 SUCCESS   7
000010001   17   12    8   16   18   18   11   14  7.600126 0.473472 SUCCESS   8
000010011   12   24   11   14   13   15   18   21  9.567803 0.296679 SUCCESS   9
000010101   16   16   17   10   20   13   18   18  4.525379 0.806889 SUCCESS  10
000010111   17   12   15   17   10   17   12   15  4.693056 0.789822 SUCCESS  11
000011001   22   14   17   14   14   18   20   14  4.729419 0.786066 SUCCESS  12
000011011   10   19   14   22   18   18   13   24 10.751641 0.216172 SUCCESS  13
000011101   13   11   16   17   14   16   15   18  2.828409 0.944660 SUCCESS  14
000011111   13   16   18   17   13   16   34   16 22.462753 0.004127 FAILURE  15
000100011   17   15   10   12   17   23   17   16  6.785985 0.559890 SUCCESS  16
000100101   20   16   11   19   17   17   16   20  4.412247 0.818147 SUCCESS  17
000100111   11   20   13   11   15   15   19   19  6.131439 0.632511 SUCCESS  18
000101001   17   21   15   11   21    7   12   11 12.838510 0.117528 SUCCESS  19
000101011   17   16   24   21   27   11   19   17 15.951641 0.043078 SUCCESS  20
000101101   23    7   16   16   13   17   10   14 11.612247 0.169361 SUCCESS  21
000101111   20   15   27   19   13   10   15   15 12.553662 0.128157 SUCCESS  22
000110011   19    9   20   14   12   20   17   17  7.240530 0.510918 SUCCESS  23
000110101   15   15   15   14   12   17   25   14  7.044571 0.531832 SUCCESS  24
000110111   15   22   17   14   14   16   12   23  7.185985 0.516706 SUCCESS  25
000111001   22   14   15   17   21   18   17   13  5.254672 0.730042 SUCCESS  26
000111011   13   13   14   18   14   15   23   18  5.430429 0.710735 SUCCESS  27
000111101   12   20    7   19    8   10   17   21 16.004167 0.042321 SUCCESS  28
000111111    9   17   19   21   12   13   19   13  8.200126 0.414170 SUCCESS  29
001000011   21   13   15   21   15   14   21   18  6.097096 0.636357 SUCCESS  30
001000101   16   20   23   23   21   10   18   14 11.864773 0.157340 SUCCESS  31
001000111   12   17   11   11   18   22   18   19  7.757702 0.457489 SUCCESS  32
001001011   19   21   14   18   20   20   12   16  5.842551 0.664863 SUCCESS  33
001001101   16   20   12   16    9   15   18   23  8.729419 0.365634 SUCCESS  34
001001111   14   21   17   21   17   18   21   18  5.792045 0.670513 SUCCESS  35
001010011   20   20   17   15   10    8   12   12 10.703157 0.219093 SUCCESS  36
001010101   12   15   18    8   17    9   11   20 11.341540 0.183088 SUCCESS  37
001010111   15    9   20    9   23   15   23   18 14.101136 0.079167 SUCCESS  38
001011011   26    9   15   14   18   15   16   16 10.280934 0.245859 SUCCESS  39
001011101   15   14   16   21   17   16   13   14  2.840530 0.943963 SUCCESS  40
001011111   13   12   19   24   14   10   15   15  9.038510 0.339058 SUCCESS  41
001100101   18   19   15    7   19   16   11   12  9.351641 0.313506 SUCCESS  42
001100111   16   12   21   23   11   27   15   12 16.373864 0.037331 SUCCESS  43
001101011    9   16   11   17   14   17   19   12  6.761742 0.562544 SUCCESS  44
001101101   11   20   12   13   16   18   12   16  5.539520 0.698658 SUCCESS  45
001101111   16   21   12   16   18   11   14   14  5.030429 0.754319 SUCCESS  46
001110101   11   15   16   14   18   14   18   17  2.769823 0.947962 SUCCESS  47
001110111   11   14   16   19   18   11   22   19  7.244571 0.510490 SUCCESS  48
001111011   15   17    8   17   10   11   21   16  9.864773 0.274646 SUCCESS  49
001111101   15   20   15   15   19   20   19   19  4.036490 0.853816 SUCCESS  50
001111111   17   18   19   20   11   17   17   17  3.765783 0.877613 SUCCESS  51
010000011   18   12   16    9   10   26   10   16 15.557702 0.049166 SUCCESS  52
010000111   22   12   14   14   14   18   22   19  7.319318 0.502605 SUCCESS  53
010001011   14   23   28   26   15   12   16   15 20.406187 0.008904 FAILURE  54
010001111    8   17   11   18   11   12   18   20  9.994066 0.265443 SUCCESS  55
010010011   18   21    8   16   15   20   19   12  8.729419 0.365634 SUCCESS  56
010010111   18   18   17   17   21   16   16   21  3.911237 0.865042 SUCCESS  57
010011011   16   22    9   18    9   13   14   19 10.327399 0.242794 SUCCESS  58
010011111   18   19   19   21   18   15   14   15  3.707197 0.882528 SUCCESS  59
010100011   12   21   17   11   18   11   14   21  8.074874 0.426191 SUCCESS  60
010100111   24   15   22   22   13   13   12   20 12.115278 0.146134 SUCCESS  61
010101011   15   14   18   16   17   10   14   19  3.804167 0.874346 SUCCESS  62
010101111   16   10   17   16   20   11   19   14  5.872854 0.661472 SUCCESS  63
010110011   15   20   17   23   14   20   14    8 10.026389 0.263179 SUCCESS  64
010110111   27   14   16   15   21   17   16   16  9.854672 0.275375 SUCCESS  65
010111011   14   14   20   11   17   13   15   13  4.438510 0.815553 SUCCESS  66
010111111    8   17   22   25   18   11   12   17 14.743561 0.064328 SUCCESS  67
011000111   12   14   15   30   20   20   17   21 17.820328 0.022615 SUCCESS  68
011001111   25   14   20   20   10   15   14    7 15.444571 0.051056 SUCCESS  69
011010111   16   18   12   15   11   15   12   20  5.089015 0.748021 SUCCESS  70
011011111   18   16   11   17   22   17   16   15  4.404167 0.818943 SUCCESS  71
011101111    9   13   19   19   16   16   22   19  7.832449 0.450006 SUCCESS  72
011111111   11   16   16   16   12   18   15   19  3.545581 0.895623 SUCCESS  73
100000000   19   18    7   12   16   16   14   14  7.604167 0.473059 SUCCESS  74
100010000   15   12   13   11   16   14   16   16  3.525379 0.897211 SUCCESS  75
100100000   15   15   12   12   18   26   13   13 10.076894 0.259670 SUCCESS  76
100101000   23   15   25   13   14    7   10   10 19.177904 0.013937 SUCCESS  77
