		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 0.617188	M = 324	N = 8	m = 9	n = 2592
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    1    4    0    0    0    1    0    0 22.296645 0.004395 FAILURE   0
000000011    1    2    0    1    0    0    1    0  6.334555 0.609811 SUCCESS   1
000000101    1    2    1    1    0    0    0    0  6.334555 0.609811 SUCCESS   2
000000111    2    1    0    1    1    0    1    1  5.568375 0.695453 SUCCESS   3
000001001    1    0    0    0    2    1    0    1  6.334555 0.609811 SUCCESS   4
000001011    2    0    2    0    1    0    1    0  9.220501 0.324038 SUCCESS   5
000001101    0    1    1    1    0    1    0    0  3.448610 0.903141 SUCCESS   6
000001111    0    2    0    0    1    1    6    0 53.454645 0.000000 FAILURE   7
000010001    2    0    0    1    1    2    0    0  9.220501 0.324038 SUCCESS   8
000010011    0    2    1    0    1    1    0    0  6.334555 0.609811 SUCCESS   9
000010101    1    2    0    1    0    0    0    0  6.717646 0.567380 SUCCESS  10
000010111    0    0    2    1    1    1    0    0  6.334555 0.609811 SUCCESS  11
000011001    0    1    0    1    0    2    0    1  6.334555 0.609811 SUCCESS  12
000011011    0    0    1    0    1    1    0    2  6.334555 0.609811 SUCCESS  13
000011101    1    0    0    0    0    0    1    0  4.214790 0.837243 SUCCESS  14
000011111    0    2    0    0    0    0    2    0  9.986682 0.265962 SUCCESS  15
000100011    1    0    1    2    2    1    0    0  8.837411 0.356197 SUCCESS  16
000100101    0    0    0    1    1    0    0    1  3.831700 0.871980 SUCCESS  17
000100111    1    1    0    0    1    1    1    0  3.065519 0.930179 SUCCESS  18
000101001    0    1    0    0    0    0    0    2  7.100736 0.525804 SUCCESS  19
000101011    0    2    0    1    0    0    0    0  7.100736 0.525804 SUCCESS  20
000101101    0    0    1    0    1    0    3    1 12.489537 0.130662 SUCCESS  21
000101111    0    0    1    1    1    2    0    0  6.334555 0.609811 SUCCESS  22
000110011    0    0    0    0    0    2    0    0  7.483826 0.485440 SUCCESS  23
000110101    2    2    0    1    1    0    1    0  8.837411 0.356197 SUCCESS  24
000110111    0    0    2    0    0    2    0    1  9.603591 0.293958 SUCCESS  25
000111001    1    2    0    1    1    1    0    1  5.568375 0.695453 SUCCESS  26
000111011    1    0    1    1    2    1    2    1  8.071231 0.426543 SUCCESS  27
000111101    0    0    1    0    2    0    2    0  9.603591 0.293958 SUCCESS  28
000111111    0    1    0    0    0    0    0    0  4.597880 0.799563 SUCCESS  29
001000011    0    0    0    0    1    0    0    0  4.597880 0.799563 SUCCESS  30
001000101    3    0    0    0    0    1    0    0 13.255718 0.103349 SUCCESS  31
001000111    1    2    1    0    3    1    1    0 14.609303 0.067203 SUCCESS  32
001001011    0    0    1    1    2    0    0    0  6.717646 0.567380 SUCCESS  33
001001101    0    0    0    0    0    1    0    0  4.597880 0.799563 SUCCESS  34
001001111    1    1    1    0    0    1    1    0  3.065519 0.930179 SUCCESS  35
001010011    1    0    0    0    0    0    0    2  7.100736 0.525804 SUCCESS  36
001010101    1    0    0    1    0    0    0    2  6.717646 0.567380 SUCCESS  37
001010111    0    0    0    0    0    0    0    0  4.980970 0.759608 SUCCESS  38
001011011    0    1    0    0    0    1    4    1 21.913555 0.005079 FAILURE  39
001011101    0    0    1    3    2    3    0    0 24.416411 0.001951 FAILURE  40
001011111    0    1    1    0    0    2    0    0  6.717646 0.567380 SUCCESS  41
001100101    0    1    1    0    1    0    0    0  3.831700 0.871980 SUCCESS  42
001100111    1    0    0    1    0    1    1    1  3.065519 0.930179 SUCCESS  43
001101011    1    2    1    2    0    0    1    0  8.837411 0.356197 SUCCESS  44
001101101    1    0    0    0    1    0    0    3 12.872628 0.116308 SUCCESS  45
001101111    0    0    1    0    0    1    0    1  3.831700 0.871980 SUCCESS  46
001110101    0    0    3    2    1    0    1    0 15.375483 0.052243 SUCCESS  47
001110111    1    0    2    0    2    1    2    2 14.226213 0.076056 SUCCESS  48
001111011    0    1    0    0    0    0    0    1  4.214790 0.837243 SUCCESS  49
001111101    0    2    1    1    0    1    2    0  8.837411 0.356197 SUCCESS  50
001111111    2    1    0    0    0    0    0    0  7.100736 0.525804 SUCCESS  51
010000011    0    1    1    0    0    1    2    0  6.334555 0.609811 SUCCESS  52
010000111    0    0    0    0    0    0    1    0  4.597880 0.799563 SUCCESS  53
010001011    1    0    0    0    0    1    0    1  3.831700 0.871980 SUCCESS  54
010001111    1    2    0    0    1    1    0    0  6.334555 0.609811 SUCCESS  55
010010011    1    1    1    0    0    3    0    1 12.106447 0.146517 SUCCESS  56
010010111    0    0    1    2    1    0    0    0  6.717646 0.567380 SUCCESS  57
010011011    0    0    0    0    0    1    0    1  4.214790 0.837243 SUCCESS  58
010011111    1    0    2    1    1    1    1    0  5.568375 0.695453 SUCCESS  59
010100011    0    1    4    0    0    1    1    2 24.416411 0.001951 FAILURE  60
010100111    0    0    0    1    0    0    1    1  3.831700 0.871980 SUCCESS  61
010101011    1    0    0    1    0    0    0    1  3.831700 0.871980 SUCCESS  62
010101111    1    0    0    1    0    0    0    2  6.717646 0.567380 SUCCESS  63
010110011    2    2    0    0    1    0    0    0  9.603591 0.293958 SUCCESS  64
010110111    0    1    1    0    0    1    2    0  6.334555 0.609811 SUCCESS  65
010111011    0    0    1    4    1    2    0    1 24.416411 0.001951 FAILURE  66
010111111    1    0    1    0    0    0    0    2  6.717646 0.567380 SUCCESS  67
011000111    2    0    0    1    2    0    0    0  9.603591 0.293958 SUCCESS  68
011001111    1    0    0    1    1    0    2    0  6.334555 0.609811 SUCCESS  69
011010111    1    1    0    2    1    0    1    1  5.568375 0.695453 SUCCESS  70
011011111    0    0    0    0    0    0    1    2  7.100736 0.525804 SUCCESS  71
011101111    0    1    3    4    1    2    1    0 33.074249 0.000060 FAILURE  72
011111111    0    0    0    0    0    1    0    3 13.255718 0.103349 SUCCESS  73
100000000    2    4    0    0    0    1    0    0 25.182591 0.001448 FAILURE  74
100010000    1    1    0    0    0    0    0    1  3.831700 0.871980 SUCCESS  75
100100000    1    0    1    1    0    2    1    0  5.951465 0.652669 SUCCESS  76
100101000    0    2    2    0    0    0    0    1  9.603591 0.293958 SUCCESS  77
100110000    1    3    1    1    0    0    2    0 14.992393 0.059294 SUCCESS  78
100111000    0    0    1    0    0    3    1    2 15.375483 0.052243 SUCCESS  79
101000000    0    2    0    1    1    0    0    2  9.220501 0.324038 SUCCESS  80
101000100    2    1    1    0    0    0    0    0  6.717646 0.567380 SUCCESS  81
101001000    0    0    1    2    2    0    0    1  9.220501 0.324038 SUCCESS  82
101001100    1    0    1    0    2    0    3    1 14.992393 0.059294 SUCCESS  83
101010000    0    0    1    1    2    0    1    1  5.951465 0.652669 SUCCESS  84
101010100    0    1    2    0    0    0    1    1  6.334555 0.609811 SUCCESS  85
101011000    1    2    2    0    0    0    1    0  9.220501 0.324038 SUCCESS  86
101011100    0    0    0    1    0    1    1    1  3.448610 0.903141 SUCCESS  87
101100000    0    2    1    1    1    1    1    0  5.568375 0.695453 SUCCESS  88
101100100    0    2    1    0    0    3    1    0 15.375483 0.052243 SUCCESS  89
101101000    0    0    0    0    2    0    0    1  7.100736 0.525804 SUCCESS  90
101101100    0    1    0    1    0    1    1    0  3.448610 0.903141 SUCCESS  91
101110000    0    0    0    1    0    0    1    2  6.717646 0.567380 SUCCESS  92
101110100    1    1    1    0    3    1    0    0 12.106447 0.146517 SUCCESS  93
101111000    1    2    1    1    0    2    0    1  8.454321 0.390394 SUCCESS  94
101111100    0    0    1    0    0    1    0    0  4.214790 0.837243 SUCCESS  95
110000000    1    2    0    0    0    1    1    0  6.334555 0.609811 SUCCESS  96
110000010    1    1    1    0    2    0    0    1  5.951465 0.652669 SUCCESS  97
