		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 15.984375	M = 8192	N = 8	m = 9	n = 65536
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   11   11   18   21   16    6   19   16 12.133460 0.145348 SUCCESS   0
000000011   17   14   13   26   18   12   26   15 15.218308 0.055037 SUCCESS   1
000000101   16   19   14   17   17   14    9   19  4.971843 0.760581 SUCCESS   2
000000111   11   19   10   26   24   12   23   12 20.381944 0.008984 FAILURE   3
000001001    9   18   18   18   22   13   15   22  9.258712 0.320944 SUCCESS   4
000001011   17   22   13   16   17   26   13   20 11.151641 0.193254 SUCCESS   5
000001101   13   12   19   15   16   13    7    9 11.200126 0.190616 SUCCESS   6
000001111   15   19   17   18   13   10   14   13  4.701136 0.788989 SUCCESS   7
000010001   10   12   20   11   20   13   13   17  8.250631 0.409379 SUCCESS   8
000010011   13   16   17   21   20   15   16   28 12.707197 0.122329 SUCCESS   9
000010101   20   13   18   14   17   13   16   14  3.032449 0.932305 SUCCESS  10
000010111   10   29   15    9   18   20   16   15 17.850631 0.022375 SUCCESS  11
000011001   20   17    8   12   13   11   18   19  9.289015 0.318505 SUCCESS  12
000011011   15   12   20   18   10   14   11    9  9.723359 0.284982 SUCCESS  13
000011101   15   13   13   25   15   17   24   14 11.006187 0.201349 SUCCESS  14
000011111   13   21   21   23   19   16   19   18  8.448611 0.390918 SUCCESS  15
000100011   14   10   17   17   18   11   14   13  5.402146 0.713856 SUCCESS  16
000100101   10   13   20   17   27   35   14   17 35.541540 0.000021 FAILURE  17
000100111   13   15   21   18   25   15   13   25 13.674874 0.090643 SUCCESS  18
000101001   26   20   18   18   12   11   21   18 12.573864 0.127377 SUCCESS  19
000101011   15   13   13   12   15   19   12   19  4.505177 0.808915 SUCCESS  20
000101101   23   14   18   18   11   18   11   17  7.503157 0.483441 SUCCESS  21
000101111   24   18   19    8   12   18   19   17 11.068813 0.197831 SUCCESS  22
000110011   21   15    7   16   11   17   13   12 10.181944 0.252487 SUCCESS  23
000110101   16   15   17   19   19   16   19   13  2.468813 0.963169 SUCCESS  24
000110111   12   16   20   15   11   18   11   11  7.212247 0.513916 SUCCESS  25
000111001   13   17   16   14   17   21   17   14  2.911237 0.939804 SUCCESS  26
000111011   13   17   18   13   15   19   16   14  2.385985 0.966836 SUCCESS  27
000111101   16   16   11   23   11   12   17   15  7.549621 0.478652 SUCCESS  28
000111111   15   24   18   20   14   17   18   16  6.105177 0.635452 SUCCESS  29
001000011   18   10   19   17   13   20   12   18  6.139520 0.631607 SUCCESS  30
001000101   20   13   13   11   10   11   15   18  8.046591 0.428932 SUCCESS  31
001000111   14   19   17   14   16   14   12   15  2.507197 0.961394 SUCCESS  32
001001011   18   13   17   15   17   26   21   15  9.208207 0.325038 SUCCESS  33
001001101   17   13   10   14   18   17   22   15  5.943561 0.653554 SUCCESS  34
001001111   10   15   23   16   22   12   12   24 14.105177 0.079065 SUCCESS  35
001010011   29   16   19   20   12   16   20   14 14.905177 0.061016 SUCCESS  36
001010101   19   15   17    9   17   14   15   14  4.509217 0.808510 SUCCESS  37
001010111   13   15    7   18   14   17   15   15  6.565783 0.584121 SUCCESS  38
001011011   18   10   15   14   18   14   20   19  5.042551 0.753019 SUCCESS  39
001011101   12   16   15   21   21   14    9   15  7.812247 0.452022 SUCCESS  40
001011111   23   24   17    8   12   19   18   22 15.739520 0.046264 SUCCESS  41
001100101   16   22   17   11   13    9   16   16  7.741540 0.459116 SUCCESS  42
001100111   17   14   10   16   14   18   16   16  3.153662 0.924347 SUCCESS  43
001101011   18   15   16   16   22   20   24   12  8.886995 0.351919 SUCCESS  44
001101101   15   15   14   17   16   14   15   11  2.369823 0.967525 SUCCESS  45
001101111   20   13   17   11   14   17   11   12  6.244571 0.619857 SUCCESS  46
001110101   15   12   14   19   16   21   14   17  3.878914 0.867880 SUCCESS  47
001110111   18   15   20   11   17   16   10   16  5.355682 0.718971 SUCCESS  48
001111011   13   14   14   18    9   18   17   22  7.169823 0.518426 SUCCESS  49
001111101   16   17   21   18   24   16   14   17  6.430429 0.599134 SUCCESS  50
001111111   14   19   15   20   18   16   19   12  3.824369 0.872612 SUCCESS  51
010000011   13   17   12   12   18    9   12    9 10.291035 0.245190 SUCCESS  52
010000111   19    9   19   17   13   22   16   18  7.573864 0.476162 SUCCESS  53
010001011   22   16   21   16   14   10   18   15  6.860732 0.551731 SUCCESS  54
010001111   15   22   15   17   16   14   17   17  2.919318 0.939318 SUCCESS  55
010010011   11   12   11   10   15   11   18   21 10.111237 0.257305 SUCCESS  56
010010111   15   17   21   20   18   19   14   21  5.529419 0.699778 SUCCESS  57
010011011   15   16   17   23   15   19   19   14  4.804167 0.778287 SUCCESS  58
010011111   11   12   21   14   21   12   15   17  7.295076 0.505157 SUCCESS  59
010100011   14   20   17   18   16   17   13   14  2.523359 0.960633 SUCCESS  60
010100111   22   11   21   12    7   15   23   15 15.123359 0.056791 SUCCESS  61
010101011   20   18   16   12   16   17   15   14  2.715278 0.950936 SUCCESS  62
010101111   10   17   13   16   17   13   17   17  3.733460 0.880336 SUCCESS  63
010110011   13   12   13   17   17   19   11   16  4.505177 0.808915 SUCCESS  64
010110111   18   12   17   14   14    9   22   14  7.612247 0.472233 SUCCESS  65
